store_domain,store_region,platform,product_id,title,handle,vendor,product_type,created_at,updated_at,published_at,tags,body_html,variant_id,variant_title,sku,price,compare_at_price,available,stock_quantity,variant_created_at,variant_updated_at,image_src,all_image_srcs,rating,review_count,sales_rank,traffic_estimate,extraction_timestamp,pipeline_version,total_products
barefootbuttons.com,US,woocommerce,22,,,Studio McGee,,,,,,,,,,0.0,,True,,,,https://barefootbuttons.com/wp-content/uploads/2022/10/Skirtless_BigBore_Silver-510x510.png.webp,https://barefootbuttons.com/wp-content/uploads/2022/10/Skirtless_BigBore_Silver-510x510.png.webp|https://barefootbuttons.com/wp-content/uploads/2022/10/Skirtless_BigBore_Silver_2-510x510.png.webp,,,,,2025-05-24T04:40:01.325614,unified_v1.0,37200
